answers,marks
the distributed database has contributions from the common database as well as the information captured by local computers also. The data is not at one place and is distributed at various sites of an organization. These sites are connected to each other with the help of communication links which helps them to access the distributed data easily.,3.5
"These are used for large sets of distributed data. There are some big data performance issues which are effectively handled by relational databases, such kind of issues are easily managed by NoSQL databases. There are very efficient in analyzing large size unstructured data that may be stored at multiple virtual servers of the cloud.",2
"An object-oriented database is a collection of object-oriented programming and relational database. There are various items which are created using object-oriented programming languages like C++, Java which can be stored in relational databases, but object-oriented databases are well-suited for those items. An object-oriented database is organized around objects rather than actions, and data rather than logic",2
,0
"The graph is a collection of nodes and edges where each node is used to represent an entity and each edge describes the relationship between entities. A graph database, is a type of NoSQL database that uses graph theory to store, map and query relationships.Graph databases are basically used for analyzing interconnections.",3
"In simple terms, an operating system is the brain of a computer. It controls and coordinates all the hardware and software components, allowing users to interact with the computer and run various applications.",3
"Operating systems can be classified into three main types: real-time operating systems (RTOS), single-user, and multi-user operating systems. RTOS is used for time-sensitive applications, while the others cater to individual or multiple users.",3.5
"Multitasking allows a single processor to switch between tasks quickly, giving the illusion of concurrent execution. In contrast, multiprocessing involves the use of multiple processors, allowing different tasks to run truly simultaneously and boosting system efficiency.",3.5
"The kernel acts as the operating system's central component, handling low-level tasks like process management, memory allocation, and device communication. It serves as the essential layer that enables software to interact with hardware seamlessly.",3.5
Virtual memory is like an extension of physical RAM. It uses a combination of RAM and storage space to create an illusion of having more memory than is physically installed. This helps run larger applications and multiple programs simultaneously.,3
"It provides a structured way to store and retrieve data on storage devices, managing the organization and access of files and directories.
",3
"The distinction lies in the size of data processing: 32-bit systems handle data in 32-bit units, and 64-bit systems handle data in 64-bit units, allowing for increased memory capacity and better performance.
",4
"
  In operating systems, a process is an instance of a running program, including its code, data, and system resources. It is managed by the operating system's process scheduler.",3.5
"  In operating systems, deadlock happens when multiple processes are blocked indefinitely, each holding a resource and waiting for another resource acquired by some other process.
",3.5
"
  Device drivers are crucial because they enable the operating system to interact with and control hardware components like printers, graphics cards, and input devices, ensuring seamless communication.",3.5
"
  The command line interface allows users to communicate with the operating system by typing text commands. It provides a powerful and efficient way to perform tasks and manage the system.",3
"  In operating systems, the task manager is a utility that provides information about running processes, memory usage, and system performance. It also allows users to terminate or prioritize applications.
",3
"  In operating systems, system calls are functions that provide an interface between user-level applications and the kernel. They allow applications to request services from the operating system.
",3
"  In operating systems, a shell is a command-line interface that interprets user commands and communicates with the operating system. It serves as the user's direct interface to the OS.
",3
"  In operating systems, time-sharing enables multiple users to share the system resources concurrently by allocating time slices to each user, ensuring fair and efficient utilization.
",3.5
,0
"  In operating systems, a thread is a lightweight, independent unit of execution within a process. Threads within a process share the same resources, enabling concurrent execution of tasks.
",4
"  In a computer system, the BIOS is firmware that performs the initial hardware initialization and provides essential instructions for the system to boot and load the operating system.
",4
"  In virtual memory, a page file is a reserved portion of the hard drive that serves as an extension of physical RAM. It allows the operating system to swap data between RAM and the storage device.
",3
"  In operating systems, a kernel panic occurs when the kernel encounters a fatal error, resulting in the system freezing or crashing. It indicates a severe problem that requires intervention.
",3.5
"  ""chmod"" in Unix/Linux is for modifying file permissions. Using numeric codes or symbolic representation, you can adjust read, write, and execute permissions for users and groups.
",4
"  In operating systems, a deadlock is a situation where multiple processes are stuck, each waiting for the other to release a resource. An example is the classic resource allocation deadlock.
",3
"  A compiler converts the entire source code into machine code or bytecode, creating an executable file. In contrast, an interpreter translates and executes code line by line in real-time.
",3
"  In operating systems, the kernel is the central component, overseeing hardware management, process scheduling, and facilitating communication between software and hardware.
",4.5
"  In computer systems, virtual memory is a technique that uses part of the storage as additional RAM when physical memory is exhausted, improving overall system performance.
",3.5
"  Object-oriented programming uses objects for structuring code. Example language: C#.
",5
"  It's a process to organize data in a database to avoid duplication. Example: Dividing a table into smaller tables.
",5
"  Linked list is a structure where elements are linked. Example: Doubly linked list.
",5
"  Agile is an iterative software development methodology. Principles: Individuals and interactions, working solutions, customer satisfaction.
",4
"  Binary search halves the search space, making it log(n) efficient for sorted arrays.
",5
"  Cloud computing provides on-demand computing resources. Advantages: Flexibility, accessibility, and reduced infrastructure costs.
",5
" A computer network is a digital infrastructure that allows devices to communicate and share information. In the modern world, it's essential because it facilitates remote work, e-commerce, and social media, which have become integral to our daily lives.",5
"A computer network comprises devices (e.g., computers, servers), network infrastructure (cables or wireless connections), and networking software that defines how data is transmitted and received.",4.5
"A LAN is a network confined to a limited area, like a single building or home, while a WAN extends over larger regions, even globally, connecting multiple LANs. LANs are used for local tasks, while WANs handle long-distance data transmission.",4.5
Data transmission in a network occurs by dividing data into packets that are sent to the destination. Important protocols include TCP for ensuring data arrives intact and IP for addressing and routing the packets.,4.5
"The OSI model is a layered approach that defines how data is transmitted in a network. It's divided into seven layers, each with its own function, from physical transmission to application-specific tasks. Network engineers use this model to design and troubleshoot networks.",5
" Routers connect different networks and determine the best path for data to travel between them. They work at the network layer of the OSI model. Switches, on the other hand, connect devices within the same network at the data link layer, allowing them to communicate locally.",5
"IP addresses serve as unique identifiers for devices on a network. They're structured in two main formats: IPv4 with 32-bit addresses, like 192.168.1.1, and IPv6 with 128-bit addresses",4.5
"Subnetting is the process of breaking down a large IP network into smaller sub-networks. It's crucial in IP addressing because it conserves IP addresses, improves network performance, and simplifies network administration.",3
" IPv4 and IPv6 are address formats for devices on a network. IPv4 uses 32-bit addresses, while IPv6 uses 128-bit addresses. IPv6 is gaining importance because it provides a virtually unlimited pool of addresses, crucial as we run out of IPv4 addresses",5
"DNS is a system that converts domain names (e.g., www.example.com) into IP addresses (e.g., 203.0.113.1). It's vital for the internet because it makes it user-friendly by allowing us to access websites using domain names instead of complex IP addresses",5
"Security issues in computer networks encompass data theft, cyberattacks, and network intrusion. Mitigation strategies involve implementing firewalls, intrusion detection systems, and encryption, as well as educating users about safe online practices.",5
" A VPN is a technology that establishes a secure, encrypted connection over a public network. It's used to secure network communications by creating a private tunnel that shields data from potential eavesdroppers, making it vital for remote work, online privacy, and secure browsing.",5
,0
"Wireless networking, or Wi-Fi, uses radio waves to connect devices to a network without physical cables. To secure wireless networks, encryption methods such as WPA3 and WPA2 are used. These methods encode data, making it inaccessible to unauthorized users.",4.5
"Network topologies describe how devices are interconnected in a network. Common examples include the bus topology, where devices share a single communication line, the star topology, which has a central hub connecting devices, and the mesh topology, where each device connects to every other device.",5
"A firewall is a security mechanism that shields a computer network from external threats. It inspects network traffic and enforces rules to allow or deny data packets based on defined criteria. This helps prevent unauthorized access and filter out malicious content, safeguarding the network.",5
"Network administrators oversee the day-to-day operation of computer networks. Their tasks include setting up and configuring network devices, monitoring network performance, addressing technical issues, managing user accounts, and implementing security protocols to protect the network from threats.",5
"Quality of Service (QoS) is essential for optimizing network performance by prioritizing critical traffic. It becomes crucial in situations where real-time applications, like video conferencing and VoIP, require low latency and a stable connection, ensuring a smooth user experience.",5
"In a packet-switched network, data is divided into packets and sent independently to the destination, allowing for efficient and flexible data transmission. This is different from a circuit-switched network, where a dedicated path is established for the entire call's duration. Packet-switched networks are ideal for data transmission, while circuit-switched networks are traditionally used for voice calls.",5
" Designing a network for a large organization or data center involves key considerations such as scalability to handle growth, redundancy for reliability, robust security measures, high-speed data connections, and effective network management tools and monitoring systems.",5
"MAC addresses are like digital fingerprints for network devices, used for local communication within the same network. In contrast, IP addresses are like postal codes used for global data routing, allowing devices to communicate across different networks",5
"Bandwidth represents the data-carrying capacity of a network. It affects data transmission by defining the amount of data that can be sent in a specific timeframe. Networks with higher bandwidth can transmit more data at faster speeds, ensuring smoother and quicker data transfer.",5
" A proxy server is a server that acts as a middleman between a user's device and the internet. It enhances network security and privacy by masking the user's IP address and filtering web traffic. It can also cache data, improving internet speed and reducing the risk of online threats.",5
"A VLAN, or Virtual Local Area Network, is a virtual segmentation of a network, creating multiple isolated networks within the same physical infrastructure. VLANs are used in network design to enhance security, optimize traffic management, and improve network organization by keeping different groups of devices separate.",5
"Network routers and switches have distinct functions in a network. Routers are in charge of routing data between different networks and making decisions on the best path for data to travel. Switches, however, connect devices within the same network, ensuring data gets to the right device. Routers operate at the network layer, while switches function at the data link layer.",5
" Latency plays a crucial role in network performance, particularly for real-time applications like video conferencing and online gaming. High latency can result in delays, causing issues such as poor video quality and lag in games. Low latency is essential for ensuring a seamless and responsive user experience in these applications.",5
"Load balancing in network design is about evenly distributing network traffic across multiple servers or paths. This enhances network performance, ensures redundancy, and boosts reliability. Load balancing is a crucial technique for accommodating growing traffic and maintaining a responsive network.",5
"A DNS resolver is an integral part of the DNS system responsible for converting domain names into IP addresses. When a user enters a domain name in their browser, the resolver queries DNS servers to obtain the IP address associated with that domain, enabling the device to establish a connection.",5
"Network administrators are responsible for overseeing the day-to-day operation of computer networks. Their tasks encompass setting up and configuring network devices, monitoring network performance, addressing technical issues, managing user accounts and access permissions, and implementing security protocols to protect the network from threats.",5
Quality of Service (QoS) has a substantial impact on network performance by prioritizing specific types of traffic. It is crucial in situations where real-time applications like video conferencing and voice calls require low latency and a stable connection. QoS ensures that these applications receive the necessary priority for smooth and uninterrupted communication.,5
"A firewall is a security mechanism that shields a computer network from external threats. It inspects network traffic and enforces rules to allow or deny data packets based on defined criteria. This helps prevent unauthorized access and filter out malicious content, safeguarding the network.",5
"Wireless networking, or Wi-Fi, uses radio waves to connect devices to a network without physical cables. To secure wireless networks, encryption methods such as WPA3 and WPA2 are used. These methods encode data, making it inaccessible to unauthorized users.",5
" Designing a network for a large organization or data center involves key considerations such as scalability to handle growth, redundancy for reliability, robust security measures, high-speed data connections, and effective network management tools and monitoring systems.",5
"A subnet mask is a numerical code in IP addressing that separates the network and host portions of an IP address. It affects IP address allocation by delineating which part of the address identifies the network and which part identifies the host, enabling efficient use of IP addresses and network organization.",5
"A DMZ, or Demilitarized Zone, is a network segment that sits between an internal network and an external network, typically the internet. It's vital for network security because it provides a safe area for services that must be accessed from the internet, like email or web servers. By isolating these services, it reduces the risk of direct attacks on the internal network.",5
"A Man-in-the-Middle (MitM) attack is a cyberattack where an attacker intercepts and potentially manipulates communication between two parties. It can be prevented by using strong encryption, implementing digital certificates, and using secure communication protocols that protect the integrity and confidentiality of data.",5
"Network virtualization involves creating multiple virtual networks on a single physical network. It benefits data centers and cloud computing by enhancing resource utilization, flexibility, and isolation. Network virtualization enables more efficient use of network resources, making it easier to manage and scale networks as needed.",5
"A network protocol analyzer, or packet sniffer, is a tool for capturing and analyzing network traffic. Its applications in network troubleshooting and monitoring include diagnosing network problems, identifying performance bottlenecks, and analyzing network behavior. It is a valuable tool for understanding and resolving network issues.",5
" A network gateway is responsible for enabling data exchange between different network segments. It functions as a translator, ensuring that data from one network can communicate with another, even if they use different protocols or addressing schemes. The gateway's significance lies in its role as a bridge between diverse network segments, promoting connectivity.",5
"Wireless mesh networks provide benefits like scalability, flexibility, and redundancy. They can expand to cover large areas and adapt to changing conditions. Challenges include potential interference, complex routing, and the need for effective network management.",5
"A load balancer is crucial in a web server farm as it distributes incoming web requests across multiple servers, preventing any single server from being overloaded. This balance enhances performance by efficiently utilizing server resources. In terms of fault tolerance, if one server becomes unavailable, the load balancer redirects traffic to other servers, ensuring continued service.",5
"Symmetric encryption uses a single key for both encryption and decryption, making it faster but necessitating secure key distribution. It's suitable for secure, closed-system data transfer. Asymmetric encryption employs a key pair (public and private), making it ideal for secure communication over open networks, such as secure email communication and secure web browsing (SSL/TLS).",5
"A content delivery network (CDN) is a network of servers distributed worldwide that store and deliver web content. Its significance lies in enhancing the speed and availability of web content globally. CDNs reduce latency by serving content from servers located closer to the user, resulting in faster loading times. They also improve content availability by distributing the load, ensuring reliable content delivery even during high traffic.",5
"A network switch is an intelligent device that forwards data based on MAC addresses, improving network efficiency and security. A network hub, on the other hand, simply broadcasts data to all connected devices without intelligence. Switches provide advantages such as faster data transfer, reduced network collisions, and enhanced security when compared to hubs.",5
"Object-Oriented Programming (OOP) is a programming paradigm that structures software around objects, which are instances of classes. It is important in software development because it promotes modularity, reusability, and a more natural way to model and represent real-world entities.",5
a. Encapsulation: It hides the internal details of an object and exposes a controlled interface. b. Inheritance: It allows a class to inherit properties and behaviors from another class. c. Polymorphism: It enables objects of different classes to be treated as objects of a common base class. d. Abstraction: It simplifies complex systems by modeling classes based on their essential characteristics.,5
"A class is a blueprint or template for creating objects, while an object is an instance of a class with its own state and behavior.",4
"The main difference is that a class is a template, while an object is an instance created from that template. Classes define the structure, attributes, and behaviors, while objects represent specific instances with their own unique data.",4
"Encapsulation is the concept of bundling data (attributes) and methods (functions) that operate on that data into a single unit, a class. It helps in maintaining the integrity of data by controlling access to it through methods and access modifiers, such as private and public.",4
"Encapsulation ensures that the internal state of an object is not directly accessible from outside the class. It provides data protection and allows controlled modification of the data, preventing unintended interference and maintaining data integrity.",4
"Inheritance is a mechanism in OOP that allows a new class (subclass or derived class) to inherit properties and behaviors from an existing class (superclass or base class). For example, a ""Car"" class can inherit from a more general ""Vehicle"" class.",4
"Advantages of using inheritance in OOP include code reuse, extensibility, and creating a hierarchy of related classes that models the real-world relationships between objects.",4
private' is an access control modifier in OOP that restricts access to class members (methods and attributes) to only within the same class. It prevents external code from directly accessing or modifying these members.,4
"Polymorphism is the ability of objects of different classes to be treated as objects of a common base class. An example is the use of a base class ""Shape"" that can represent various shapes like circles and rectangles, each with its specific implementation.",4
Abstract classes are classes that cannot be instantiated and serve as blueprints for other classes. They may contain abstract methods that must be implemented by derived classes. They are used to define a common interface for related classes.,4
Method overloading is the ability to define multiple methods in a class with the same name but different parameter lists. Method overriding is the process of redefining a method in a subclass to provide a specific implementation.,5
"OOP supports code reusability through inheritance and composition. Inheritance allows a class to inherit properties and behaviors from another class, while composition involves creating objects of other classes within a class.",4
"Composition is a way to create a complex object by combining simpler objects. In contrast, inheritance involves inheriting and extending the properties and behaviors of an existing class.",4
A constructor is a special method in a class used for initializing the object's state when an object is created. It has the same name as the class and is automatically called when an object is instantiated.,4
"A destructor is a method used to clean up resources and perform final tasks before an object is destroyed. In many object-oriented languages, destructors are automatically called when an object goes out of scope.",4
Static methods and variables belong to the class rather than instances of the class. They are shared across all instances of the class and can be called without creating an object.,4
The 'super' keyword is used in OOP to call a method or constructor from the superclass (base class). It is typically used in a subclass to invoke the constructor or method of the superclass.,4
"The 'this' keyword is used to refer to the current instance of a class. It is often used to disambiguate between instance variables and method parameters with the same name. 'super' refers to the superclass, while 'this' refers to the current instance.",4
"OOP handles multiple inheritance by allowing a class to inherit from multiple classes. The diamond problem occurs when a class inherits from two classes that have a common base class, potentially causing ambiguity in method or attribute resolution.",4
a. Single Responsibility Principle (SRP) b. Open-Closed Principle (OCP) c. Liskov Substitution Principle (LSP) d. Interface Segregation Principle (ISP) e. Dependency Inversion Principle (DIP),4
"An abstract class can have method implementations, while an interface only defines method signatures. Classes can implement multiple interfaces but inherit from a single abstract class.",4
"Method chaining, also known as fluent interface, is a design pattern that allows consecutive method calls on an object, where each method returns the modified object. It enhances the readability and expressiveness of code.",3.5
OOP supports information hiding by encapsulating data and exposing it only through controlled interfaces. It abstracts away the underlying complexity and provides a clear separation between the interface and implementation.,4
"A shallow copy duplicates the object and its immediate references, while a deep copy duplicates the object and all objects referenced by the original recursively.",4
Design patterns in OOP are reusable solutions to common design problems. They provide best practices for structuring and organizing code to address specific concerns in a flexible and maintainable way.,4
"The Observer design pattern defines a one-to-many dependency between objects, where one object (the subject) maintains a list of observers (dependents) and notifies them of state changes. A real-world example is a news website that notifies subscribers of new articles.",4
The Singleton design pattern ensures that a class has only one instance and provides a global point of access to that instance. It is useful when exactly one object needs to coordinate actions across the system.,4
The Factory Method design pattern defines an interface for creating objects but allows subclasses to alter the type of objects that will be created. It provides a way to delegate the object creation to derived classes.,4
"The 'final' keyword in OOP is used to indicate that a class, method, or variable is not intended to be further extended, overridden, or modified. It can be used in class definitions to prevent inheritance, in method definitions to prevent overriding, and in variable definitions to indicate a constant value.",4
"In OOP, the ""superclass"" and ""subclass"" relationship is a key aspect of inheritance. A superclass is a class that serves as a base class, providing common attributes and methods. A subclass, on the other hand, is derived from the superclass and inherits its attributes and methods. The subclass can also add its own attributes and methods or override inherited ones. This relationship is also known as ""is-a,"" where the subclass is a specialized version of the superclass, inheriting and extending its characteristics.",4
"""Polymorphism"" in OOP is the ability of different classes to be treated as instances of a common base class. It allows for flexibility in code design by enabling one piece of code to work with objects of different classes in a consistent manner. For example, a generic function can work with various shapes (circles, rectangles, triangles) without needing to know the specific class of the object. Polymorphism is achieved through method overriding, where subclasses provide their own implementations of methods defined in the base class.",4
"""Method overriding"" in OOP is the process of providing a specific implementation for a method that is already defined in a superclass. It is used when a subclass wants to customize the behavior of an inherited method. The method in the subclass has the same name, return type, and parameters as the method in the superclass. The choice of which method to execute is determined at runtime based on the actual object's type. Method overriding is a key component of polymorphism, allowing code to work with various subclasses uniformly.",4
"In OOP, ""interfaces"" are similar to abstract classes, but they only define method signatures and constants without providing any method implementations. Interfaces are used to define a contract that classes must adhere to, ensuring that certain methods are implemented. The advantage of interfaces is that a class can implement multiple interfaces, promoting code reusability and flexibility. They are particularly useful when different classes share a common set of methods, but their implementations vary.",4
"""Method visibility"" in OOP refers to the access control of class members (methods and attributes). There are three main visibility modifiers: ""public,"" ""private,"" and ""protected."" ""Public"" members are accessible from any part of the program, ""private"" members are only accessible within the same class, and ""protected"" members are accessible within the class and its subclasses. Method visibility is essential for controlling access to class members and maintaining data security and integrity.",4
"A ""constructor"" in OOP is a special method used to initialize objects when they are created. Constructors have the same name as the class and are responsible for setting the initial state of an object. They are typically used to assign initial values to object attributes and perform any necessary setup. Constructors ensure that objects are in a valid state when they are instantiated.",4
"OOP handles ""multiple inheritance"" by allowing a class to inherit from more than one superclass. However, multiple inheritance can lead to ambiguity when a class inherits methods or attributes with the same name from multiple superclasses. To address this, some programming languages, such as Java, support interface-based multiple inheritance, where a class can implement multiple interfaces, but only inherit from one superclass. This helps avoid conflicts and maintain code clarity.",4
"""Aggregation"" and ""composition"" are two forms of object composition in OOP. Aggregation involves a ""has-a"" relationship, where a class contains objects that can exist independently. Composition, on the other hand, involves a stronger ""owns-a"" relationship, where a class contains objects that have a strong lifecycle dependency. In aggregation, the child objects can exist even if the parent object is destroyed, whereas in composition, the child objects are destroyed when the parent object is destroyed.",4
"""Method chaining"" in OOP is a technique where multiple method calls on an object are chained together, typically separated by periods. This allows you to call several methods on an object in a single line of code, improving code readability and design. Method chaining is often used in situations where a series of methods are applied to an object one after the other, and the result of each method call is the same object.",3.5
"In OOP, ""tight coupling"" refers to a strong dependency between classes, where changes in one class may require corresponding changes in other related classes. This can lead to code that is difficult to maintain and extend. ""Loose coupling"" is the opposite, where classes are less dependent on each other and can be modified or replaced without affecting the entire system. Loose coupling is desirable in software architecture because it enhances flexibility, scalability, and maintainability. Design patterns and interfaces are often used to achieve loose coupling in OOP.",3.5
,0
"Database Normalization is a technique of organizing the data in the database. Normalization is a systematic approach of decomposing tables to eliminate data redundancy(repetition) and undesirable characteristics like Insertion, Update and Deletion Anomalies. It is a multi-step process that puts data into tabular form, removing duplicated data from the relation tables.
Normalization is used for mainly two purposes,
Eliminating redundant(useless) data.
Ensuring data dependencies make sense i.e data is logically stored.",4
"1. Data Redundancy
Unlike traditional file-system storage, Data Redundancy in DBMS is very less or not present. Data Redundancy occurs when the same data are stored unnecessarily at different places. Data Redundancy is reduced or eliminated in DBMS because all data are stored at a centralized location rather than being created by individual users and for each application. 2. Data Inconsistency
In traditional file system storage, the changes made by one user in one application doesnâ€™t update the changes in other application, given both have the same set of details. While this is not the case with DBMS systems as there is a single repository of data that is defined once and is accessed by many users, and data are consistent.
3. Data Sharing
Data Sharing is the primary advantage of Database management systems. DBMS system allows users and applications to share Data with multiple applications and users. Data are stored in one or more servers in the network and that there is some software locking mechanism that prevents the same set of data from being changed by two people at the same time. While the file system doesnâ€™t have this capability.",3.5
"RDBMS stands for relational database management system. A relational model can be represented as a table of rows and columns. A relational database has following major components:
1. Table
2. Record or Tuple
3. Field or Column name or Attribute
4. Domain
5. Instance
6. Schema
7. Keys",3
"The architecture of DBMS depends on the computer system on which it runs. For example, in a client-server DBMS architecture, the database systems at server machine can run several requests made by client machine. ",3.5
,0
"In two-tier architecture, the Database system is present at the server machine and the DBMS application is present at the client machine, these two machines are connected with each other through a reliable network as shown in the above diagram.

Whenever client machine makes a request to access the database present at server using a query language like sql, the server perform the request on the database and returns the result back to the client. The application connection interface such as JDBC, ODBC are used for the interaction between server and client.",3
"In three-tier architecture, another layer is present between the client machine and server machine. In this architecture, the client application doesnâ€™t communicate directly with the database systems present at the server machine, rather the client application communicates with server application and the server application internally communicates with the database system present at the server.",3.5
This property ensures that either all the operations of a transaction reflect in database or none. L,2
"To preserve the consistency of database, the execution of transaction should take place in isolation (that means no other transaction should run concurrently when there is a transaction already running). ",2.5
"For every pair of transactions, one transaction should start execution only when the other finished execution. ",2
,0
" In this state, the transaction is being executed. This is the initial state of every transaction.",4
"When a transaction executes its final operation, it is said to be in a partially committed state.",4
"If a transaction executes all its operations successfully, it is said to be committed. All its effects are now permanently established on the database system.",3
A transaction is said to be in a failed state if any of the checks made by the database recovery system fails. A failed transaction can no longer proceed further.,4
" If any of the checks fails and the transaction has reached a failed state, then the recovery manager rolls back all its write operations on the database to bring the database back to its original state where it was prior to the execution of the transaction. Transactions in this state are called aborted.",3.5
,0
,0
,0
"NoSQL databases are the databases that do not use SQL as their primary data access language. Graph database, network database, object database, and document databases are common NoSQL databases.",2
" It provides full-featured database programming capabilities while containing native language compatibility. It adds the database functionality to object programming languages. This approach is the analogical of the application and database development into a constant data model and language environment. Applications require less code, use more natural data modeling, and code bases are easier to maintain.",3.5
"In a hierarchical database management system (hierarchical DBMSs) model, data is stored in a parent-children relationship node. In a hierarchical database, besides actual data, records also contain information about their groups of parent/child relationships.",3
"Graph Databases are NoSQL databases and use a graph structure for semantic queries. The data is stored in the form of nodes, edges, and properties. In a graph database, a Node represents an entity or instance such as a customer, person, or car. A node is equivalent to a record in a relational database system. An Edge in a graph database represents a relationship that connects nodes. Properties are additional information added to the nodes.",3
An operating system is a set of programs that control and manage the computer's hardware and software resources. It facilitates communication between the user and the computer and ensures smooth operation of the system.,3.5
,0
"Multitasking occurs on a single processor and involves task switching, where the CPU rapidly alternates between different tasks. Multiprocessing, however, involves the use of multiple processors, enabling true parallel execution of tasks for improved performance.",3
,0
"Virtual memory is a memory management concept that uses a portion of the hard disk as an extension of RAM. Its purpose is to provide a larger address space for applications, allowing them to access more memory than the physical RAM available.",3
"The file system is responsible for managing data on storage, offering a hierarchical structure for files and directories.
",3
,0
"  A process is a running program in the context of operating systems, encompassing its code, data, and system resources, and is managed by the operating system.
",3.5
"  Deadlock in operating systems is a situation where multiple processes are unable to proceed because each is waiting for the other to release a resource, resulting in a deadlock.",4
"
  A device driver is essential in operating systems as it acts as a bridge between the OS and hardware devices, allowing for communication and control.",3
"
  CLI is a text-based interface that enables users to interact with the operating system by entering commands. It provides direct and precise control over system functions.",3.5
"  The task manager is a utility in operating systems that oversees running processes, monitors system performance, and provides a means for users to manage and control applications.
",2
"  System calls serve as an interface between user-level programs and the operating system kernel, enabling applications to request services like I/O operations or process creation.
",3.5
"  The shell in operating systems is a command interpreter that facilitates communication between users and the operating system. It interprets and executes user commands.
",4.5
"  Time-sharing in operating systems involves sharing system resources among multiple users by allocating time slices, allowing each user to have a fair and equal share of the system's processing power.
",2
,0
"  A thread is a basic unit of execution in an operating system, existing within a process. Threads share the same resources but have independent execution paths, facilitating parallel processing.
",3.5
"  The BIOS in a computer system is firmware responsible for initializing and managing fundamental hardware components during the boot process. It provides the basic instructions for system startup.
",3
"  The page file in virtual memory is a designated space on the storage device used by the operating system to supplement physical RAM. It helps manage memory resources by storing less frequently used data.
",3
"  A kernel panic is a system error in the operating system's kernel that leads to a system crash. It signifies a critical issue that necessitates a restart to restore normal operation.
",4
"  The ""chmod"" command is used in Unix/Linux to alter file permissions. It uses symbols such as u (user), g (group), and o (others) along with + and - to adjust permissions.
",4
"  Deadlock in operating systems is when processes are stuck, each holding a resource and waiting for another. An example is two processes each holding a lock needed by the other.
",4.5
"  The compiler translates the entire source code into machine code or bytecode, generating an executable. An interpreter, however, translates and executes code line by line without creating an intermediate file.
",4
"  The kernel is the heart of the operating system, responsible for managing hardware resources, process control, and providing a bridge between software and hardware.",3.5
"  Virtual memory lets the operating system use a section of the hard drive as supplementary RAM, aiding in managing larger datasets and improving overall system responsiveness.
",4
"  OOP is a paradigm organizing code around objects. Example language: Python.
",5
"  Database normalization minimizes redundancy by structuring data efficiently. Example: Splitting a table into multiple tables.
",4
"  In a linked list, elements are connected. Example: Circular linked list.
",4.5
"  Agile is an incremental development methodology. Principles: Responding to change, customer collaboration, delivering software.
",3.5
"  Binary search divides the array, reducing search time to O(log n).
",4.5
"  Cloud computing offers computing services over the internet. Advantages: Resource scalability, cost savings, and accessibility.
",4.5
,0
" The fundamental components of a computer network include devices (computers, printers), transmission media (like Ethernet cables or Wi-Fi), and network protocols (e.g., TCP/IP) that dictate communication rules.",5
"A LAN is a network that typically covers a small area, connecting devices within a building or campus. A WAN, on the other hand, covers a larger geographical area, linking multiple LANs and facilitating data exchange across regions and even continents.",5
"Data transmission in a computer network involves splitting data into packets, which are then sent across the network. Key protocols include TCP for reliable, ordered delivery and IP for addressing and routing the packets to their destination.",5
"The OSI model is a blueprint for how network communication should occur. It's divided into seven layers, each handling a specific aspect of data transmission. This model is essential because it allows different network components to work together seamlessly, ensuring data travels from source to destination correctly.",5
"A router is responsible for connecting different networks, such as your local network to the internet. It operates at the network layer and routes data between networks. A switch, in contrast, connects devices within the same network, enabling them to communicate with each other at the data link layer.",5
" IP addresses are essential for device identification and network routing. They come in two main formats: IPv4, which uses 32-bit addresses like 192.168.1.1, and IPv6, which uses 128-bit addresses",4.5
" Subnetting involves dividing a large IP network into smaller segments. It's significant in IP addressing because it conserves IP addresses, enhances network security, and simplifies the organization and management of complex networks.",2
"IPv4 and IPv6 are addressing schemes for devices on a network. IPv4 uses 32-bit addresses, and IPv6 uses 128-bit addresses. IPv6's significance is increasing due to the exhaustion of IPv4 addresses, ensuring there are enough addresses for all devices in the future.",5
DNS translates domain names (like www.example.com) into IP addresses (such as 203.0.113.1). It's essential for the internet because it enables user-friendly website access and eases the burden of remembering numerical IP addresses.,5
